budget_normalized,urgency_score,engagement_score,property_match_score,response_time_score,communication_quality_score,location_preference_match,lead_score_target,tier
0.627,20.1457,7.3112,49.066,41.0529,13.9699,0.5373,38.9,COLD
0.3882,10.2939,39.1269,25.0208,0.43,35.7909,0.0628,26.37,COLD
0.3454,82.187,5.2302,52.8725,44.9603,81.3434,0.4241,45.23,COLD
0.5339,47.9305,39.4657,46.2508,73.8883,63.4279,0.4821,51.58,WARM
0.7719,6.2139,13.839,78.0504,23.5239,86.7888,0.9218,53.02,WARM
0.3789,25.8121,73.0528,24.009,70.8358,99.4427,0.3157,43.02,COLD
0.5875,80.4034,83.3363,19.9985,1.5153,20.2566,0.1687,60.89,WARM
0.9662,75.1726,68.7815,47.4185,90.8008,69.4821,0.0075,80.89,HOT
0.522,87.5817,20.0494,5.0504,95.0039,46.6517,0.1216,49.39,COLD
0.9098,60.2088,76.6848,22.9341,0.2461,49.3478,0.7509,64.44,WARM
0.7937,42.2906,24.95,35.3705,45.7818,32.5581,0.4449,44.82,COLD
0.0587,42.6635,75.9489,48.763,41.3822,34.2512,0.1987,41.5,COLD
0.4291,19.4,56.7398,26.9437,84.1883,67.6282,0.933,42.47,COLD
0.6983,65.0799,36.6713,56.0636,54.0722,62.0803,0.7875,62.67,WARM
0.9867,58.5069,8.3492,87.8415,61.1365,31.8504,0.1144,56.98,WARM
0.4584,15.4864,82.751,54.3727,20.2506,11.8581,0.269,42.22,COLD
0.0928,88.5663,93.9653,28.684,7.7065,57.8241,0.8494,53.08,WARM
0.562,36.8468,66.5918,6.1981,69.2331,73.9396,0.6924,55.23,WARM
0.1266,4.9739,96.4542,13.6666,62.0676,55.8622,0.9455,33.19,COLD
0.7515,32.7881,93.4111,56.1217,83.2329,0.3651,0.0762,64.57,WARM
0.5077,86.9857,19.4608,68.3709,84.4683,28.2316,0.7754,50.6,WARM
0.7234,91.6957,73.1212,4.9668,63.1035,77.8579,0.0764,55.14,WARM
0.8694,49.0398,34.9305,18.555,53.8361,74.2548,0.3367,50.38,WARM
0.6289,95.634,48.7517,31.9081,91.4008,1.041,0.7507,62.8,WARM
0.6124,87.5242,15.6965,31.9773,80.1264,47.0296,0.711,53.41,WARM
0.7546,82.5231,97.4779,95.8407,88.2425,43.7318,0.0021,79.76,HOT
0.8425,85.971,72.6137,20.3771,99.5841,65.2281,0.2019,72.59,WARM
0.8691,38.1875,26.6908,6.252,40.3506,12.498,0.7786,41.04,COLD
0.0364,75.6469,37.1472,35.3015,71.6935,62.1415,0.1261,45.26,COLD
0.5562,57.7339,42.2483,13.4442,68.8068,94.6918,0.3264,44.21,COLD
0.2163,71.9684,74.7534,12.6582,17.4143,37.175,0.1839,41.6,COLD
0.8603,17.7786,92.5697,40.7451,63.6549,33.7356,0.1115,60.05,WARM
0.6484,73.1394,32.144,30.6391,42.8089,2.8274,0.8366,39.6,COLD
0.4202,95.7592,47.25,9.1727,45.0636,5.7395,0.0613,38.67,COLD
0.1881,30.2663,59.3208,60.4303,18.0138,93.1572,0.536,40.98,COLD
0.339,98.6161,39.3344,50.17,74.4739,97.5502,0.6927,60.84,WARM
0.7038,37.8376,50.4181,7.71,69.7941,0.5642,0.0576,43.5,COLD
0.2044,19.9723,10.5708,86.2744,53.229,90.068,0.6334,35.71,COLD
0.0936,11.2286,16.7674,28.4713,15.6719,17.396,0.3341,12.53,COLD
0.888,78.4962,40.1101,96.1381,55.6865,56.1359,0.8335,69.55,WARM
0.7642,55.4825,91.4939,93.1539,10.0133,67.8141,0.7977,71.75,WARM
0.1998,30.7131,34.9358,43.4097,33.9372,35.9059,0.7939,37.84,COLD
0.2923,60.845,24.9793,22.8567,37.2358,52.8988,0.3987,25.81,COLD
0.9721,33.2101,74.2862,83.4853,88.3425,62.7542,0.8225,76.55,HOT
0.7082,44.8358,94.913,36.1286,41.5562,19.3926,0.63,56.61,WARM
0.6105,86.2664,45.9124,16.3551,59.847,99.4257,0.3787,62.71,WARM
0.3076,66.8166,0.8605,55.1608,87.4779,20.3882,0.0807,46.21,COLD
0.2991,76.2402,68.8149,48.9402,42.5759,1.0338,0.0668,44.42,COLD
0.0395,58.3494,41.5061,85.0018,88.3704,94.4285,0.2514,56.71,WARM
0.7285,99.1398,67.3646,72.9281,13.6461,42.9128,0.2996,61.84,WARM
0.0432,24.141,27.7717,87.6139,36.4843,39.862,0.9275,32.88,COLD
0.0049,26.2291,0.2408,73.4703,9.4727,27.5671,0.9999,18.93,COLD
0.7295,9.2559,34.4496,64.2175,56.093,2.5832,0.1437,42.71,COLD
0.9489,55.402,70.4792,50.0177,95.7282,26.4568,0.9428,63.67,WARM
0.7565,61.3359,39.3113,98.7553,65.6952,39.33,0.7065,66.54,WARM
0.4716,72.5962,21.9174,95.9165,62.6076,52.0329,0.4986,64.48,WARM
0.486,33.5446,46.4007,84.8853,27.8159,45.7644,0.9547,43.37,COLD
0.4361,1.2257,75.2349,77.5319,93.1107,87.9036,0.7137,56.87,WARM
0.3246,63.223,11.9433,57.756,47.1535,91.133,0.5937,49.92,COLD
0.5217,99.8695,69.1752,25.9753,26.7002,31.7155,0.2095,55.11,WARM
0.4312,29.4549,66.7344,87.5439,98.77,95.9555,0.2444,69.42,WARM
0.5982,18.3934,37.0738,1.0816,42.3124,86.4934,0.9115,36.94,COLD
0.8981,28.1767,97.0336,22.744,37.1499,92.7635,0.215,63.32,WARM
0.995,42.5415,89.4705,40.3732,3.4961,70.6331,0.0323,59.78,WARM
0.0787,25.0913,31.6161,58.6157,17.8295,19.8272,0.2662,26.5,COLD
0.3847,34.696,3.1091,56.0879,80.9191,19.5228,0.4806,35.65,COLD
0.1807,63.8207,30.8305,17.5816,48.2695,90.8652,0.382,43.18,COLD
0.3521,34.5028,20.4722,10.4798,95.4875,50.7045,0.9358,32.81,COLD
0.2875,39.6059,54.7252,22.2329,8.3886,89.0467,0.4186,35.72,COLD
0.1745,4.0031,91.8744,34.8709,61.5943,72.0548,0.8891,44.45,COLD
0.7641,91.7943,87.0338,1.4054,71.9984,21.2512,0.5947,71.39,WARM
0.4963,40.6886,30.5829,69.2456,62.1183,38.476,0.5241,50.25,WARM
0.9192,32.8144,42.8598,24.7727,52.9878,96.7825,0.1602,66.05,WARM
0.0326,8.6484,3.6542,35.1404,57.8298,1.9583,0.271,17.3,COLD
0.067,63.4183,54.4164,33.4902,68.955,71.4584,0.8672,46.9,COLD
0.4033,86.3825,6.3368,51.183,86.3264,97.878,0.78,58.12,WARM
0.0803,4.1153,93.8606,85.98,33.6345,10.4147,0.4474,46.34,COLD
0.2627,14.5272,86.6934,14.939,45.9654,27.1993,0.909,42.56,COLD
0.986,14.639,21.4188,34.0727,63.591,54.7013,0.8192,43.38,COLD
0.209,60.2275,69.9369,69.2029,31.4216,84.3765,0.1121,57.22,WARM
0.1981,92.1231,56.802,4.4231,17.8783,50.6512,0.6059,43.58,COLD
0.5736,43.7768,80.1358,82.9979,96.6169,5.9596,0.7988,60.86,WARM
0.498,34.3806,47.5652,96.1825,19.4729,12.7184,0.8083,37.62,COLD
0.5804,76.5841,19.1772,60.7637,23.2733,37.5943,0.0913,41.16,COLD
0.3767,74.2569,63.9843,95.6508,61.8686,32.2541,0.2246,59.0,WARM
0.8268,24.6756,8.028,41.3062,7.7368,21.9679,0.413,29.05,COLD
0.1386,16.0826,58.4588,41.5032,3.4048,84.0129,0.2516,31.62,COLD
0.4284,35.781,21.2705,10.6249,6.4014,2.6882,0.1089,28.19,COLD
0.6898,77.5603,68.4936,3.5447,12.3264,82.9344,0.6288,53.61,WARM
0.8682,69.5063,82.8043,24.4504,42.9197,92.168,0.5075,69.76,WARM
0.3696,66.5854,10.9525,47.8129,82.9261,63.0111,0.155,41.16,COLD
0.5677,82.9429,40.0269,50.7682,34.1972,62.535,0.5864,57.57,WARM
0.0691,27.713,73.3522,21.7575,42.7531,14.9018,0.062,33.51,COLD
0.1703,33.9684,16.3703,61.2806,60.0251,56.8318,0.383,28.09,COLD
0.0691,4.2339,56.6524,18.1206,30.2144,37.5174,0.7925,19.64,COLD
0.7279,86.8746,67.1839,32.6211,43.2538,22.905,0.89,54.18,WARM
0.2881,58.243,35.4794,19.571,38.6312,58.333,0.2452,41.12,COLD
0.7237,29.8122,83.1982,69.6664,34.1884,0.119,0.8595,55.4,WARM
0.0664,6.9417,51.0658,51.6573,38.8393,27.6413,0.8918,27.41,COLD
0.8625,72.341,62.6995,73.6101,1.1118,65.6042,0.6069,65.64,WARM
0.8355,74.8738,14.0873,5.7248,88.6261,45.5041,0.9822,54.57,WARM
0.0889,66.6179,2.316,42.5362,97.7347,14.5641,0.2462,35.33,COLD
0.0238,20.3781,5.0749,96.6959,86.2496,0.1318,0.069,26.35,COLD
0.0563,91.3216,90.392,5.362,0.5742,27.0439,0.8434,38.14,COLD
0.8536,75.3158,88.2642,41.8379,75.0886,54.9059,0.4909,73.04,WARM
0.2347,65.7756,80.7591,4.0398,57.31,53.4546,0.3465,45.91,COLD
0.5483,65.0944,19.9612,14.6653,9.4175,13.1072,0.0552,45.47,COLD
0.4262,90.4358,52.5459,46.2526,93.2859,61.3697,0.0646,59.74,WARM
0.7955,92.8307,79.6117,15.7513,77.6217,99.8924,0.0907,75.94,HOT
0.4889,59.5637,67.4669,51.8755,14.5296,58.4867,0.1836,55.04,WARM
0.5007,41.6669,11.5521,92.2732,96.4041,52.7638,0.9704,58.92,WARM
0.9891,36.3734,89.5541,20.0408,12.6199,62.2633,0.2814,56.35,WARM
0.1501,81.9079,16.0682,10.7187,45.468,87.9671,0.817,45.0,COLD
0.8307,64.4605,17.1796,82.5277,15.8976,94.5999,0.0194,59.79,WARM
0.0517,7.7266,90.1009,46.027,15.0191,4.1034,0.3218,42.18,COLD
0.4776,14.2186,48.4617,88.2611,96.7806,20.4994,0.9062,51.26,WARM
0.8863,90.0186,37.2892,30.6123,57.2123,11.5764,0.185,52.95,WARM
0.6652,88.4498,55.3657,62.7532,25.9175,77.2354,0.284,64.14,WARM
0.6852,95.1832,98.1397,92.3314,77.6399,4.5563,0.8265,84.55,HOT
0.2633,42.7851,11.963,17.1696,87.5244,90.2635,0.1214,38.29,COLD
0.4186,78.4061,75.6949,80.0729,91.7604,2.0555,0.0532,62.38,WARM
0.3666,82.8225,33.4326,63.1517,93.2985,60.2547,0.966,60.84,WARM
0.5214,31.5697,11.7049,81.2947,90.5582,27.5576,0.4048,43.97,COLD
0.4622,14.5338,42.1933,17.0693,63.8932,47.0564,0.6579,35.5,COLD
0.3269,99.7026,54.8753,43.4086,34.2467,44.1886,0.1271,48.72,COLD
0.3055,3.0219,20.5962,12.8837,92.5568,74.8893,0.2202,39.68,COLD
0.2509,59.7336,40.5269,96.0082,12.2497,49.6642,0.46,40.8,COLD
0.365,65.0212,63.5676,6.2692,16.88,42.1221,0.6752,42.53,COLD
0.1499,68.1789,57.6448,6.5483,43.3828,73.0277,0.2932,43.94,COLD
0.8721,25.5628,72.3161,89.8156,28.3665,92.5807,0.8846,66.88,WARM
0.6021,72.1579,83.6405,30.0762,61.5733,79.3922,0.7811,58.55,WARM
0.1338,21.64,40.914,59.702,90.5302,73.6717,0.5516,36.24,COLD
0.6939,82.9038,42.2967,28.7476,49.1031,48.7722,0.4592,59.1,WARM
0.8477,21.9117,49.6692,64.8758,55.3871,90.0216,0.6195,55.88,WARM
0.2375,69.6706,56.6353,19.2469,42.3134,48.6313,0.7317,32.82,COLD
0.1506,78.3413,10.8323,45.8869,70.7569,93.0286,0.135,46.8,COLD
0.0086,18.8946,31.2635,53.3492,10.0689,80.2922,0.8526,22.92,COLD
0.0473,23.7986,17.1892,33.3643,4.859,15.026,0.4894,19.53,COLD
0.7623,77.9104,38.5853,25.1701,64.1338,4.6992,0.9353,52.01,WARM
0.9872,8.5999,97.3354,14.0207,53.4879,74.0856,0.9555,59.48,WARM
0.0449,19.0761,58.2731,70.6144,40.7358,68.5839,0.0307,38.38,COLD
0.7481,45.5531,42.9382,16.8283,33.3993,60.2089,0.3845,42.59,COLD
0.0719,93.0182,56.5937,29.2126,5.1807,97.6239,0.5262,42.25,COLD
0.5921,56.1878,66.9077,33.6909,68.0556,54.5403,0.5396,55.44,WARM
0.7561,38.7678,43.4953,45.4367,42.1468,34.79,0.8224,44.14,COLD
0.3592,97.837,44.771,70.2569,44.5268,56.4966,0.1411,61.71,WARM
0.0109,46.3711,70.1401,42.7945,89.3445,2.8412,0.6225,37.68,COLD
0.5952,43.3735,6.0863,87.1094,73.7548,57.9264,0.9426,43.76,COLD
0.9912,41.1644,54.0081,67.9786,21.9443,90.243,0.9967,62.44,WARM
0.2576,31.218,54.7328,83.8487,65.7166,0.433,0.0101,43.33,COLD
0.1895,32.5695,75.6752,71.6354,13.2255,84.5304,0.9726,44.68,COLD
0.1239,68.7837,98.2645,14.8632,19.4064,80.1929,0.1222,50.7,WARM
0.5553,4.0836,79.5755,97.7927,71.4149,10.6103,0.537,56.35,WARM
0.5964,68.1817,50.3789,78.6586,12.589,84.683,0.2464,72.16,WARM
0.7923,20.1204,16.9453,57.2722,28.0194,76.3545,0.6064,52.0,WARM
0.7531,38.4208,58.8261,16.5231,89.806,49.1046,0.037,46.46,COLD
0.8925,14.6539,83.4299,17.2681,73.8315,24.5214,0.2383,52.55,WARM
0.8058,55.2751,93.2414,61.4331,92.946,28.81,0.3006,69.9,WARM
0.2473,72.935,82.531,41.6197,88.1833,61.2275,0.9156,61.33,WARM
0.5559,35.4656,18.8969,67.586,31.2579,24.6304,0.5836,35.83,COLD
0.2974,16.3417,71.2576,37.2428,63.2377,32.5356,0.7082,37.46,COLD
0.3298,22.6506,88.0155,51.2845,37.8696,93.0838,0.676,44.94,COLD
0.9319,81.8113,68.1017,18.7958,69.7104,72.9329,0.3923,67.35,WARM
0.6819,26.7649,68.5752,15.5201,34.8457,73.6074,0.014,46.46,COLD
0.9746,77.4703,50.0162,7.5645,0.1317,95.5936,0.107,59.0,WARM
0.4169,33.1199,63.6976,81.9639,9.3938,0.5794,0.4588,37.15,COLD
0.5374,18.8733,29.4381,55.5386,77.1012,24.4486,0.9413,46.49,COLD
0.4871,72.7309,8.881,94.7141,8.4005,65.7974,0.2488,52.49,WARM
0.1073,46.8545,82.7715,74.9486,59.9423,43.8272,0.6983,42.98,COLD
0.2367,3.1277,94.3144,76.8763,85.7779,11.2805,0.8266,46.77,COLD
0.5276,95.9942,85.6822,50.9058,74.1101,78.1234,0.9068,64.56,WARM
0.0674,14.7753,33.3914,81.5454,41.3439,4.7073,0.2935,34.87,COLD
0.9315,35.3407,9.353,94.2063,20.8604,54.3851,0.9313,61.95,WARM
0.1238,38.4795,28.0138,72.174,92.2537,56.2464,0.608,41.79,COLD
0.198,48.943,84.2835,10.5589,56.64,63.5961,0.5084,40.94,COLD
0.7653,78.5444,65.5815,65.102,40.542,31.5626,0.7784,61.61,WARM
0.0969,0.609,96.6694,12.0433,94.2058,2.3601,0.2387,31.07,COLD
0.9003,93.2472,34.2681,7.7222,21.5018,88.8983,0.8126,59.67,WARM
0.7257,64.5989,55.1472,69.29,44.2282,92.9205,0.65,73.05,WARM
0.0686,95.0649,79.0038,83.4785,10.8646,48.1989,0.7994,59.74,WARM
0.6918,81.739,23.3992,15.8841,12.488,2.064,0.8557,47.02,COLD
0.6316,92.7838,96.409,7.4149,39.8596,58.0871,0.6173,65.39,WARM
0.7573,60.1001,59.2398,88.6523,69.966,31.593,0.0367,60.49,WARM
0.8282,35.7309,0.7898,13.2209,33.8894,18.2486,0.2977,31.36,COLD
0.7184,44.2914,2.5153,3.5086,68.9598,16.8953,0.878,36.74,COLD
0.5862,65.8032,88.2216,72.1054,80.519,17.9255,0.627,60.11,WARM
0.3225,42.6932,64.5282,84.7716,87.7578,33.0841,0.8901,55.83,WARM
0.6973,73.1673,76.3073,51.4473,4.472,28.062,0.3845,62.32,WARM
0.957,9.1848,78.4016,53.9925,77.3732,83.6425,0.5047,68.37,WARM
0.5875,82.9987,42.046,33.6861,14.7142,49.5315,0.8626,53.7,WARM
0.6643,20.4189,79.8611,23.8463,69.8262,42.7647,0.762,42.17,COLD
0.4371,94.3948,93.7532,75.5232,37.1662,14.5834,0.3775,71.73,WARM
0.7561,15.5546,17.2171,84.9284,70.7793,87.5891,0.0226,46.2,COLD
0.9977,12.9164,76.4136,32.1245,21.3824,5.4822,0.8803,49.55,COLD
0.1604,81.1876,30.7792,27.3819,64.4991,23.9531,0.7864,42.45,COLD
0.2024,81.8702,32.1493,26.7792,12.5514,62.1472,0.4492,41.14,COLD
0.5394,73.8759,41.2755,5.0595,16.9746,70.2312,0.5462,39.61,COLD
0.4814,96.053,86.372,28.1075,61.4462,80.1157,0.2043,61.4,WARM
0.5716,27.054,2.2056,2.5651,33.6771,41.0291,0.4121,29.43,COLD
0.0491,82.6649,43.3926,78.8408,70.3778,34.674,0.1632,51.32,WARM
0.4043,35.2041,68.0048,25.5927,68.5159,28.8552,0.2106,38.79,COLD
0.583,53.7399,11.0415,69.0155,62.1634,56.8095,0.8464,51.74,WARM
0.5852,44.56,79.2254,54.3188,73.0541,34.8636,0.3625,50.75,WARM
0.6573,0.585,94.1903,83.7464,79.3935,32.8094,0.8147,62.29,WARM
0.7202,57.4462,9.0935,96.0379,91.1423,1.6891,0.4739,50.58,WARM
0.6415,74.7506,15.2948,36.7292,8.0516,94.8316,0.0708,50.25,WARM
0.7902,17.4552,97.4097,8.8341,57.1549,6.0594,0.3615,49.94,COLD
0.6248,93.1656,19.7856,74.9646,74.8777,27.0872,0.1583,65.45,WARM
0.5375,53.04,7.894,2.1302,21.6941,92.142,0.6936,38.54,COLD
0.6062,17.8246,95.2193,22.2963,26.3621,73.5348,0.9114,48.1,COLD
0.1012,64.5948,89.2623,5.3251,26.6964,57.814,0.7631,44.35,COLD
0.2732,19.1923,65.5725,89.8148,57.2333,66.0814,0.7784,60.3,WARM
0.5274,6.3533,55.1431,0.5297,36.6171,9.706,0.8619,33.9,COLD
0.873,68.5315,91.9233,49.2742,66.6095,80.8647,0.7767,75.76,HOT
0.6791,11.0695,65.552,42.3999,61.024,25.0107,0.5686,43.1,COLD
0.0904,10.6217,65.8397,65.2745,65.7112,95.6214,0.7143,40.39,COLD
0.5923,73.9944,84.3686,28.9744,25.2318,23.1375,0.416,59.06,WARM
0.2217,5.5202,65.3246,87.3695,76.7371,62.5364,0.0708,42.32,COLD
0.734,80.9769,50.3677,73.4346,66.4036,54.5324,0.7056,67.74,WARM
0.8274,79.6149,38.9721,43.2294,13.065,14.3103,0.7217,60.81,WARM
0.5935,14.1393,50.3134,35.8026,20.0173,36.2927,0.2237,39.48,COLD
0.5914,51.8381,52.2479,81.5888,30.0965,78.1293,0.9539,53.27,WARM
0.3386,9.6625,36.0832,75.706,93.6042,21.2588,0.0525,51.35,WARM
0.4463,63.2571,44.8118,39.9,32.635,96.2857,0.736,60.46,WARM
0.8641,6.293,80.1872,34.1372,1.9879,29.5484,0.9685,49.68,COLD
0.7233,94.4481,41.6513,3.8888,14.1626,62.6722,0.3091,59.95,WARM
0.5198,20.7731,2.556,8.1707,3.2172,61.8867,0.9125,24.06,COLD
0.3682,68.2895,28.3019,5.3918,40.2839,47.0778,0.8264,41.69,COLD
0.0504,12.8291,23.1742,2.4415,79.7153,65.536,0.7441,21.23,COLD
0.143,20.9596,79.3582,15.2872,45.0436,74.3577,0.9538,31.09,COLD
0.193,45.095,44.9293,85.7142,83.8994,61.9003,0.6541,63.23,WARM
0.3734,57.3096,28.0311,79.8159,4.7529,55.9995,0.4949,37.42,COLD
0.9441,99.8863,81.0705,84.5574,46.9723,60.6627,0.6757,84.73,HOT
0.5052,2.5926,1.9217,62.38,78.7075,40.1956,0.4118,36.21,COLD
0.2348,0.0314,17.4251,62.4063,67.4722,7.0873,0.3249,28.76,COLD
0.1058,35.0367,82.6955,12.3932,85.2826,15.9698,0.0822,37.73,COLD
0.3383,36.6156,55.0652,69.8965,27.3835,60.6704,0.378,45.69,COLD
0.8157,88.3837,77.365,28.0026,50.0851,92.7174,0.8032,72.72,WARM
0.3833,91.2583,83.8176,51.9253,67.6879,2.5741,0.9454,61.81,WARM
0.7725,88.0525,94.1963,95.4723,16.849,54.4035,0.9752,77.2,HOT
0.8027,14.3179,6.3425,87.0615,81.5807,25.2061,0.2065,47.6,COLD
0.1108,41.2105,79.9235,23.3194,31.147,56.174,0.5714,32.62,COLD
0.6087,74.5885,70.8766,73.6651,9.3307,74.9657,0.5757,73.86,WARM
0.9591,31.2611,20.7026,10.4091,76.5701,73.5453,0.176,53.62,WARM
0.4021,66.3238,93.1702,2.6742,70.5018,72.4886,0.5816,57.7,WARM
0.0509,23.7143,40.4202,2.8174,88.368,77.8923,0.3628,28.03,COLD
0.9233,32.3419,88.7611,17.0246,89.2075,7.2611,0.9424,54.49,WARM
0.8837,86.043,60.5114,69.4948,27.8526,50.9578,0.2552,74.01,WARM
0.5221,25.0509,52.6748,36.3306,64.1363,26.1778,0.835,42.28,COLD
0.5523,96.4324,15.9524,1.5942,99.9123,92.1271,0.8969,58.83,WARM
0.2117,30.626,91.4328,98.8023,24.3807,78.2879,0.7359,48.03,COLD
0.8195,2.3528,55.6662,53.3378,47.2877,10.7545,0.2147,53.63,WARM
0.4986,25.4901,0.6092,39.388,91.0166,24.3246,0.2604,39.63,COLD
0.0339,17.1205,1.8285,51.885,10.308,45.522,0.9711,17.6,COLD
0.683,50.6827,77.7633,51.9971,92.825,96.2909,0.0758,71.81,WARM
0.9505,11.2716,16.1936,47.0237,48.8156,10.9673,0.1171,45.99,COLD
0.8292,62.6049,59.8738,61.2949,89.3041,56.7972,0.9786,62.34,WARM
0.2772,87.4899,68.1082,88.5627,62.1371,34.1288,0.7769,69.35,WARM
0.0533,36.2519,27.9366,30.1714,67.1436,64.634,0.7464,34.29,COLD
0.9404,16.8493,56.9314,48.6969,77.2986,64.8707,0.1602,56.27,WARM
0.9371,40.0025,24.0259,0.3644,6.7136,24.0591,0.4889,33.88,COLD
0.5324,78.5967,94.6315,85.9814,62.7768,78.5809,0.8408,79.92,HOT
0.6423,59.1488,86.017,30.5904,92.3937,9.1262,0.3289,60.89,WARM
0.4626,10.1143,28.8043,27.1297,95.6124,81.8139,0.1928,43.57,COLD
0.4198,53.7187,52.8814,99.7537,96.8321,21.1967,0.0109,58.71,WARM
0.1194,46.8085,50.0633,58.4393,64.5833,58.9579,0.6225,38.47,COLD
0.0968,32.7112,96.0023,12.3043,63.3287,34.731,0.2938,42.36,COLD
0.2327,11.0161,39.4029,26.5525,55.2465,60.978,0.8637,30.52,COLD
0.8366,98.1112,56.2228,35.3227,60.7553,26.7418,0.2835,65.72,WARM
0.1458,17.6043,92.8707,98.606,61.2118,56.8964,0.1516,64.23,WARM
0.2267,19.2743,16.2811,43.0622,4.2408,0.8198,0.9604,24.09,COLD
0.5486,14.5583,55.0486,23.0134,8.8871,37.4454,0.9648,40.36,COLD
0.2151,57.0193,10.5673,56.9731,61.9417,82.6389,0.685,55.5,WARM
0.1632,44.367,61.7499,40.476,31.4216,46.3007,0.9284,41.07,COLD
0.5633,24.9557,36.5683,5.496,30.1425,49.9261,0.1618,35.82,COLD
0.3681,42.9423,96.7636,86.092,19.3441,62.1577,0.4603,54.81,WARM
0.6262,67.3522,41.5409,1.5688,80.107,43.421,0.2042,47.76,COLD
0.9122,28.1701,13.6188,89.8484,96.4329,86.7077,0.4788,52.72,WARM
0.151,91.5246,83.4,79.1859,62.7758,40.3325,0.7912,64.9,WARM
0.9134,30.6346,82.0867,7.5823,94.542,94.2552,0.8449,59.06,WARM
0.9025,19.8179,69.486,72.3611,88.3884,87.6938,0.0042,73.4,WARM
0.8291,95.4568,74.8812,77.0942,21.7927,42.1088,0.3895,72.53,WARM
0.6313,81.0561,26.4715,60.2307,15.3526,36.5801,0.9941,52.16,WARM
0.6201,34.3138,64.2054,57.7671,21.1587,67.6628,0.5893,52.54,WARM
0.6392,84.1432,3.802,4.9687,9.6209,75.5307,0.2962,49.76,COLD
0.6905,51.8814,19.689,5.9496,58.2879,18.5862,0.389,46.2,COLD
0.0165,34.6752,93.2279,72.7289,28.265,24.1045,0.3226,41.99,COLD
0.9581,83.9612,73.9235,10.5565,91.2917,14.6253,0.4476,63.21,WARM
0.5856,75.2165,23.0673,24.1844,61.3408,76.0692,0.4445,56.28,WARM
0.7815,29.7875,11.1383,49.8837,35.9611,71.4402,0.5069,41.07,COLD
0.3773,60.6679,94.8919,16.4164,98.4641,18.9054,0.4645,46.97,COLD
0.0124,36.939,11.2188,78.984,95.3194,53.6875,0.5161,39.18,COLD
0.5097,0.1052,25.707,80.7378,77.8615,76.4239,0.028,51.54,WARM
0.5072,96.1816,18.2634,84.2143,79.1684,94.7029,0.0544,63.56,WARM
0.437,54.9629,0.7464,4.9568,97.727,17.8523,0.3711,36.39,COLD
0.3397,59.8433,31.4135,42.7873,60.0456,30.433,0.8849,40.13,COLD
0.2498,59.9891,97.4179,84.6918,88.002,34.834,0.7908,66.32,WARM
0.5275,55.0641,34.1903,36.3219,6.4828,62.4977,0.1102,48.86,COLD
0.3753,29.0048,50.4305,69.582,55.4063,13.6419,0.4948,41.3,COLD
0.9699,97.1576,74.5936,58.9246,50.2516,19.3429,0.6046,69.26,WARM
0.1729,62.1668,55.108,34.7209,3.7724,78.0437,0.4812,33.88,COLD
0.3197,67.0921,74.3592,27.6405,8.6952,54.2054,0.6976,51.35,WARM
0.294,45.4793,66.1636,65.2743,2.1839,16.0386,0.9973,35.61,COLD
0.5433,28.7861,60.8563,13.3624,29.4015,38.8433,0.0965,42.2,COLD
0.4993,6.4349,64.9649,86.0123,5.3511,13.4494,0.5155,45.43,COLD
0.6437,35.023,79.9164,57.6443,42.316,36.269,0.5124,53.08,WARM
0.95,17.6097,71.0191,11.1504,81.2746,40.0199,0.5624,54.45,WARM
0.2852,66.2088,79.1775,70.3528,61.383,11.211,0.167,59.02,WARM
0.6928,87.9004,14.5598,43.1113,67.379,5.9833,0.6384,47.57,COLD
0.025,30.2755,67.7674,20.4081,3.1507,88.1602,0.0443,27.88,COLD
0.2624,33.2883,73.7022,96.1069,83.9526,88.7648,0.7411,58.47,WARM
0.4637,67.0365,29.9966,71.9648,14.619,0.2579,0.6632,49.67,COLD
0.031,14.9271,87.4577,59.2994,30.2651,64.1204,0.3304,47.64,COLD
0.6177,92.9437,30.4712,84.8867,51.6794,9.3679,0.989,58.47,WARM
0.6783,36.3847,24.3832,54.387,92.9993,81.0142,0.8288,51.11,WARM
0.7467,10.1199,86.7097,44.1471,99.8149,87.9562,0.5395,68.75,WARM
0.5166,17.4684,24.702,18.9447,78.2661,61.6615,0.9905,29.84,COLD
0.6039,93.2746,41.5502,15.339,72.9314,61.3155,0.8301,59.03,WARM
0.3961,24.7119,36.7923,43.1969,52.7682,37.1482,0.138,37.45,COLD
0.0413,66.2269,89.8062,45.5975,66.5627,24.9469,0.5911,54.7,WARM
0.1,15.6165,45.5236,73.3313,14.4424,49.9271,0.5809,39.14,COLD
0.655,19.4102,69.4309,44.2085,26.9196,13.3717,0.6529,40.09,COLD
0.9956,87.9238,79.4039,59.3159,98.4643,67.2225,0.9408,84.66,HOT
0.0158,14.8033,62.7904,83.2519,97.9615,47.0087,0.492,40.05,COLD
0.5576,1.8751,94.3694,99.3335,32.2972,17.7602,0.0774,51.63,WARM
0.751,50.1233,80.2508,32.2525,24.1049,58.8314,0.4793,61.07,WARM
0.8268,86.2727,40.0207,90.1954,22.9518,79.5328,0.7878,68.03,WARM
0.5452,32.5991,95.0812,80.6051,48.4864,58.8799,0.3586,62.96,WARM
0.6199,12.8162,52.4575,6.8007,22.3767,52.9661,0.0271,41.89,COLD
0.6967,98.2231,2.2577,33.4159,64.8497,84.7717,0.3032,65.06,WARM
